epoch,optimizer,experiment,collocation,data,total
440,Adam,train,0.006220955,0.07551668,0.08173763
450,Adam,test,0.0059778844,0.08158124,0.08755913
450,Adam,train,0.006021347,0.0754031,0.081424445
460,Adam,test,0.0051438445,0.081314065,0.08645791
460,Adam,train,0.0052098683,0.0752894,0.08049927
470,Adam,test,0.0049522575,0.08114333,0.08609559
470,Adam,train,0.004925831,0.07518153,0.08010736
480,Adam,test,0.0052612647,0.08089772,0.08615898
480,Adam,train,0.005216864,0.07502526,0.08024213
490,Adam,test,0.0049959784,0.080751255,0.085747235
490,Adam,train,0.005006604,0.07495541,0.079962015
500,Adam,test,0.0052168425,0.08057639,0.085793234
500,Adam,train,0.005162537,0.07484255,0.08000509
510,Adam,test,0.0041516256,0.08054792,0.08469955
510,Adam,train,0.0041514975,0.07472796,0.07887946
520,Adam,test,0.00463408,0.080333896,0.08496798
520,Adam,train,0.004580035,0.074700154,0.07928019
530,Adam,test,0.0042170864,0.08026088,0.08447797
530,Adam,train,0.0041210353,0.07443385,0.07855488
540,Adam,test,0.003925259,0.08030559,0.08423085
540,Adam,train,0.00394759,0.07441652,0.07836411
550,Adam,test,0.0037334228,0.08007493,0.083808355
550,Adam,train,0.0038095382,0.0743606,0.07817014
560,Adam,test,0.0038805602,0.07995419,0.08383475
560,Adam,train,0.00390978,0.07423433,0.07814411
570,Adam,test,0.0059729507,0.07988771,0.08586066
570,Adam,train,0.0059393174,0.074351236,0.080290556
580,Adam,test,0.005351143,0.079919614,0.085270755
580,Adam,train,0.005303672,0.07448926,0.07979293
590,Adam,test,0.004153408,0.07999892,0.084152326
590,Adam,train,0.004102378,0.07418389,0.07828627
600,Adam,test,0.0036342295,0.07978294,0.08341717
600,Adam,train,0.0036487707,0.07397615,0.077624924
610,Adam,test,0.0036612991,0.07967703,0.08333833
610,Adam,train,0.003649937,0.07389986,0.07754979
620,Adam,test,0.0035709292,0.07973185,0.08330278
620,Adam,train,0.0035828124,0.073840976,0.07742379
630,Adam,test,0.0034869728,0.07968287,0.08316985
630,Adam,train,0.0035061454,0.0738071,0.077313244
640,Adam,test,0.0034350806,0.079626255,0.08306134
640,Adam,train,0.0034728236,0.07377624,0.077249065
650,Adam,test,0.00355259,0.07952721,0.0830798
650,Adam,train,0.003553987,0.07370584,0.07725982
660,Adam,test,0.0034111144,0.07952614,0.082937256
660,Adam,train,0.0034078308,0.07369685,0.07710468
670,Adam,test,0.0033811957,0.07947516,0.08285635
670,Adam,train,0.0034000564,0.07367245,0.07707251
680,Adam,test,0.009164694,0.07987064,0.08903533
680,Adam,train,0.009128839,0.07407131,0.08320015
690,Adam,test,0.0037487661,0.07951827,0.08326704
690,Adam,train,0.0038135597,0.073580384,0.07739394
700,Adam,test,0.0040503377,0.079405904,0.08345624
700,Adam,train,0.004016093,0.073552825,0.07756892
710,Adam,test,0.0037898761,0.079435855,0.083225735
710,Adam,train,0.0038238494,0.073520966,0.07734481
720,Adam,test,0.003644374,0.07955726,0.08320164
720,Adam,train,0.0035819986,0.07348751,0.07706951
730,Adam,test,0.0033173023,0.0795268,0.0828441
730,Adam,train,0.0033008605,0.07350469,0.07680555
740,Adam,test,0.0033466204,0.07938458,0.0827312
740,Adam,train,0.0033458625,0.07349848,0.07684434
750,Adam,test,0.0032795302,0.07943545,0.08271498
750,Adam,train,0.0033037353,0.073443346,0.07674708
760,Adam,test,0.0032771858,0.07940779,0.08268497
760,Adam,train,0.0032884716,0.07349022,0.07677869
770,Adam,test,0.003253807,0.07938981,0.08264362
770,Adam,train,0.0032546222,0.07336987,0.07662449
780,Adam,test,0.003260533,0.0795771,0.082837634
780,Adam,train,0.0032976517,0.07348199,0.07677964
790,Adam,test,0.00501624,0.08014455,0.085160784
790,Adam,train,0.005010495,0.07403169,0.07904218
800,Adam,test,0.003512213,0.0794711,0.08298331
800,Adam,train,0.003550692,0.073571846,0.07712254
810,Adam,test,0.0037469626,0.07935801,0.083104976
810,Adam,train,0.0037734504,0.07351418,0.07728763
820,Adam,test,0.0032173316,0.07930858,0.08252591
820,Adam,train,0.0032825607,0.073401496,0.07668406
830,Adam,test,0.0031978607,0.07924926,0.08244713
830,Adam,train,0.0031795914,0.073275246,0.07645484
840,Adam,test,0.003240948,0.07924267,0.08248362
840,Adam,train,0.0032678691,0.07322009,0.07648796
850,Adam,test,0.0034137932,0.079308316,0.08272211
850,Adam,train,0.0034115943,0.07324724,0.07665883
860,Adam,test,0.0042137993,0.079307765,0.08352157
860,Adam,train,0.0041444707,0.0732276,0.07737207
870,Adam,test,0.0032627184,0.07922735,0.08249007
870,Adam,train,0.0032319038,0.07317513,0.07640704
880,Adam,test,0.004680684,0.07927397,0.083954655
880,Adam,train,0.0047305897,0.07325074,0.07798133
890,Adam,test,0.0043109795,0.07926564,0.08357662
890,Adam,train,0.0042406013,0.07311068,0.07735128
900,Adam,test,0.003748196,0.079207286,0.08295548
900,Adam,train,0.003757833,0.073137194,0.07689503
910,Adam,test,0.0033516563,0.07923738,0.08258904
910,Adam,train,0.0033531082,0.073098436,0.07645155
920,Adam,test,0.0032148536,0.079178914,0.082393765
920,Adam,train,0.0032173877,0.073046945,0.07626433
930,Adam,test,0.0032406463,0.079191335,0.08243198
930,Adam,train,0.003225917,0.07306476,0.076290675
940,Adam,test,0.0031870583,0.07932731,0.08251437
940,Adam,train,0.0032295876,0.07333307,0.07656266
950,Adam,test,0.0040250868,0.08062247,0.08464756
950,Adam,train,0.00404465,0.074175134,0.07821979
960,Adam,test,0.0032069709,0.079969265,0.08317623
960,Adam,train,0.0032480445,0.07358607,0.07683411
970,Adam,test,0.0033083179,0.07928051,0.08258883
